seller_id,buyer_id,title,description,price,location,status,image_urls
3,, Naveen Kitchen Masale Present Coriander Powder 500 Gram and Garam Masala 300 Gram and Turmeric Powder 1 kg ,"Purity is the symbol of Indian Tradition. And it has been no different in case of food -- more so spices, which are an integral part of the quintessential Indian food.Welcome to the world of N.B. Enterprises: bringing to you the aroma, the taste, the flavors and the purity of the Great Indian Tradition. It is the Indian company who is having the Agmark seal (CA. No. A/1 006966) as well as Registration from the Spice Board (ML/Reg/N431/2002). More than 30 years Experience, Naveen Kitchen Masale is a household name today and enjoys universal acceptability.",9,"(48.323,123.492)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.323,https://api.dicebear.com/8.x/bottts/svg?seed=123.4921,https://api.dicebear.com/8.x/bottts/svg?seed=48.3232}"
4,," Leeve Dry Fruits Cashew Drum Roast, 400g ","Drum roast cashew is sweet, delicious, crispy and crunchy. Which is eaten with outer shell. This cashew is also have same nutrition value with packed of vitamins, minerals, calories and proteins. But only the difference in taste, structure and quality. Packed by leeve dry fruits.",14,"(48.245,123.293)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.245,https://api.dicebear.com/8.x/bottts/svg?seed=123.2931,https://api.dicebear.com/8.x/bottts/svg?seed=48.2452}"
5,, PINK PLUMS Cool Mint Facial Gel and Papaya Massage Cream With Vitamin E 250 ml Each (PACK OF 2) ,"PINK PLUMS Facial Gel And Massage Cream COMBO (Pack-2) using the products from the Pink Plums Gel & Cream will leave your skin polished, cleansed, and feeling fresh due to the unique formula that contains rich, natural active ingredients. The Face Gel & Cream exfoliates dead skin cells and goes deep into the skin to remove blackheads and whiteheads. It contains Vitamin E, It also builds the skin’s immunity against damage and pollution.Vitamin E, helps to nourish and moisturise your skin, leaving it soft and glowing. For best results, apply on the face and neck and circular movements for a few minutes for 10-15 minutes, then washed with cold water.",4,"(48.314,123.558)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.314,https://api.dicebear.com/8.x/bottts/svg?seed=123.5581,https://api.dicebear.com/8.x/bottts/svg?seed=48.3142}"
2,, Buy best gift for ganesh chaturthi - 18 Chocolate Gift Box - Unique gift for ganesh Chaturthi ,"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for Ganesh Chaturthi. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",16,"(48.247,123.305)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.247,https://api.dicebear.com/8.x/bottts/svg?seed=123.3051,https://api.dicebear.com/8.x/bottts/svg?seed=48.2472}"
3,," Keomi+Skincare Handmade Soap, Organic, All Natural Luxury - 1 Full Size Bar (Green Tea Goddess) ",Scent name: green tea goddess,48,"(48.458,123.533)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.458,https://api.dicebear.com/8.x/bottts/svg?seed=123.5331,https://api.dicebear.com/8.x/bottts/svg?seed=48.4582}"
4,, Ginger Grapefruit: Vapour Organic Beauty Aer Next Level Deodorant (Ginger Grapefruit) ,Vapour Organic Beauty AER Next Level Deodorant (Ginger Grapefruit),79,"(48.475,123.568)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.475,https://api.dicebear.com/8.x/bottts/svg?seed=123.5681,https://api.dicebear.com/8.x/bottts/svg?seed=48.4752}"
5,, Farmona Perfect Beauty Very Mature Skin 60 Moisturizing Day Cream ,Farmona Perfect Beauty Very Mature Skin 60 + Moisturizing Day Cream,40,"(48.497,123.472)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.497,https://api.dicebear.com/8.x/bottts/svg?seed=123.4721,https://api.dicebear.com/8.x/bottts/svg?seed=48.4972}"
2,, Vagads Khadi Coconut Milky Soap for silky soft skin Pack of 4 ,Vagad`s Khadi Coconut Milky Soap for silky soft skin is blended with goodness of coconut oil. It is known to deeply moisturize your skin. This soap can protect and rejuvenate your skin,6,"(48.249,123.376)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.249,https://api.dicebear.com/8.x/bottts/svg?seed=123.3761,https://api.dicebear.com/8.x/bottts/svg?seed=48.2492}"
3,, A M Clove Oil P Of 2 ,"Relieving respiratory problems like bronchitis, asthma and tuberculosis. Helping in toothaches and other tooth pains, rheumatism and arthritis. Soothes irritation. Used for acne, bruises, burns and cuts. Effective against vomiting, diarrhea, flatulence, spasms and parasites, as well as bad breath.",6,"(48.519,123.587)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.519,https://api.dicebear.com/8.x/bottts/svg?seed=123.5871,https://api.dicebear.com/8.x/bottts/svg?seed=48.5192}"
4,, Durga pooja gift idea - 6 Chocolate Gift Box - Navarathri gifts ,"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift Durga Pooja. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",10,"(48.592,123.264)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.592,https://api.dicebear.com/8.x/bottts/svg?seed=123.2641,https://api.dicebear.com/8.x/bottts/svg?seed=48.5922}"
5,, Ancient Living Organic Skin Brightening Combo - Anti Ageing & Skin Nourishing properties (2 Face packs & Organic Rose water) ,"Lemon and Papaya face pack: Ancient Living Lemon and Papaya face pack is an anti-aging, brightening clay mask with nourishing Papaya, lemon peel powder, and lemon oil. Lemon also known as Nimbukam in Ayurveda is praised for having varnya guna that which enhances the complexion and clarifies it. Ayurvedic nighantus describe it as a pushtiprada or nourisher of skin. Papaya known as Madhukarkati has anti-aging properties and removes dead cell build up. Its natural enzymes like Papain and Vitamins retexturizes the skin. Natural Multanimitti or fullers earth in this pack helps to absorb excess oil and impurities and leaves the skin refreshed and purified. This pack enlivens your complexion and gives luminosity. Rose water: Organic Rose Water- (Antiseptic, anti-depressant, aphrodisiac)Precious Healing qualities of rose water are best harnessed by Ancient Living Organic Rosewater. Its exquisite fragrance is tender, uplifting and soothing. A boon for both men and women. Ancient Living organic rose water is collected as a residue during the essential oil extraction of fresh roses. It is a natural hydrating facial toner with the cooling, soothing, & moisturizing properties of rose. Use it along with Ancient Living Face pack powder for a rejuvenating experience or splash on the face as required anytime for instant skin pickup in all seasons. Can be used any number of times. It is gentle enough to be used on children.",10,"(48.484,123.255)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.484,https://api.dicebear.com/8.x/bottts/svg?seed=123.2551,https://api.dicebear.com/8.x/bottts/svg?seed=48.4842}"
2,, SLB Works Essence Facial Mask Peel-Off Pore Removal Cosmetics Water Hydrating for LANBENA ,Item name: essence facial mask peel-off pore removal cosmetics water hydrating for lanbena,25,"(48.425,123.387)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.425,https://api.dicebear.com/8.x/bottts/svg?seed=123.3871,https://api.dicebear.com/8.x/bottts/svg?seed=48.4252}"
3,, Anself Digital Moisture Monitor for Skin Oil and Water Detector Pen Facial Skin Analyzer LCD Display Electronic Beauty Instrument ,"As a especially designed device for skin care, this product utilizes the most advanced technology. It can detector both the water and oil content of your facial skin, thus, it is the best assistant for your skin care.

Features:

 Utilizing the advanced Bio-electric Impedance Analysis(BIA) technology, it can measure accurately.

 Small in size and fashion in appearance, you can carry it with you to detector your skin at any time.

 The probe is well protected by a plastic cover to provide dust, giving your skin a great experience.

 Easy and quick to use, you just need to take over the probe and press the power button and touch your skin with the protected probe.

 LCD display makes the figures more clear and accurate.

 Keeping you aware of your current skin condition and you can choose the skin care products that fits you.

Specifications:

 Model: SK-IV

 Material: ABS

 Color: white

 Battery Needed: 2*AAA battery(not included in package)

 Operating Temperature: 5-40°C

 Item Weight: 45g / 1.59ounce

 Item Size: 170*30*24mm / 6.69*1.18*0.94in

 Package Weight: 167g / 5.89ounce

 Package Size: 195*98*38mm / 7.68*3.86*1.5in

Note:

 Please be noted that the battery is not included in the package, you need to prepare yourself  2*AAA batteries.

Package List:

 1 * Digital Monitor Pen

 1 * User Manual",20,"(48.571,123.255)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.571,https://api.dicebear.com/8.x/bottts/svg?seed=123.2551,https://api.dicebear.com/8.x/bottts/svg?seed=48.5712}"
4,, Chandrika aroma Feel (External Use Only) ,The product is sold by Chandrika aroma and comes in oil form.,7,"(48.282,123.455)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.282,https://api.dicebear.com/8.x/bottts/svg?seed=123.4551,https://api.dicebear.com/8.x/bottts/svg?seed=48.2822}"
5,," MEGLOW BB+ CREAM With SPF 15 for Women, 30g ","When skin is overwhelmed by the abundance of state-of-the-art super creams, lotions and serums promising complexion transformation & tedious time consuming application procedures, Meglow BB+ cream is a beauty brand that is making it easy to get back to basic. Meglow BB+ cream is a perfect combination of daily routine skin care formulations that provide just the right amount of make up. This all in one formulation provides instant on demand complete skin care from inside to outside with complete nourishment and protection to skin. Enriched with best of the ingredients Meglow BB+ cream reduces dark spots to provide beautiful and flawless skin with complete skin care in one application for today’s busy schedule. Use For: Meglow BB+ cream is a simple application to finish your entire daily beauty routine. Benefits: Meglow BB+ cream is an all-in-one facial cosmetic product to replace serum, moisturizer, primer, foundation and sun block. It can be worn alone as a moisturizer, over serum, regular foundation and under powder, depending on the desired amount of coverage. Meglow BB+ cream is a prefect companion to modern women & is a 10 minute procedure to complete facial routine. Meglow BB+ cream reaches deep within the skin to lighten dark spots and dark circles resulting in an even toned, fair, moisturized and Sun protected skin with its SPF 15 formulation. Directions for Use: Take small amount of Meglow BB+ Cream on your palms and apply with your fingers or foundation brush or a sponge, apply evenly all over your face & neck. After covering all the skin with cream, make sure no spaces are left unattended. Now start blending the cream by gently moving your fingertips in a circular motion so that the cream is evenly distributed. For even distribution, fingertips or brush can be used. If required apply another layer of applications to get more coverage or for a smoother look.",2,"(48.398,123.227)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.398,https://api.dicebear.com/8.x/bottts/svg?seed=123.2271,https://api.dicebear.com/8.x/bottts/svg?seed=48.3982}"
2,," Footlogix Shoe Deodorant Spray, 125ml ","Footlogix pediceuticals is a revolutionary and innovative foot-care line formulated to provide effective, transformational care for a variety of skin conditions affecting the feet – from simple dryness to more severe conditions, resulting from lifestyle conditions and diabetes.",27,"(48.302,123.205)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.302,https://api.dicebear.com/8.x/bottts/svg?seed=123.2051,https://api.dicebear.com/8.x/bottts/svg?seed=48.3022}"
3,, DOVE Hair Fall Rescue Conditioner - 180ml Pack of 3 ,DOVE Hair Fall Rescue Conditioner - 180ml Pack of 3,128,"(48.585,123.544)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.585,https://api.dicebear.com/8.x/bottts/svg?seed=123.5441,https://api.dicebear.com/8.x/bottts/svg?seed=48.5852}"
4,, R R AGRO FOODS Tea Cut Peppermint Leaves 100 Gms ,"RR Agro foods Dry Peppermint Leaves Tea Cut, For Easy Tea and Beverages Preparation.",4,"(48.302,123.55)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.302,https://api.dicebear.com/8.x/bottts/svg?seed=123.551,https://api.dicebear.com/8.x/bottts/svg?seed=48.3022}"
5,, Nature Valley Air Freshner 240ml (Lemon Lime) ,"Nature Valley brings to you one of the most sought after collection of Air Freshner. The product is 100% original and of highest quality possible. This fragrance is set to compliment your style and will make heads turn when you step out wearing it, this fragrance is bound to get you compliments. You can buy this for not only yourself but also for your friends, family & relatives as this product appeals to all age groups. So go ahead and grab the one which suits you! Long lasting Light flavored perfume. It is Very popular among younger hearts for the classic, elegant and timeless appeal of these exquisite fragrances. This product is a stand out fragrance because of its fragrance that will make your partner fall fiercely in love with you.",3,"(48.222,123.263)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.222,https://api.dicebear.com/8.x/bottts/svg?seed=123.2631,https://api.dicebear.com/8.x/bottts/svg?seed=48.2222}"
2,, ASHTAAROMAS Pack of 2 Cherry Attar Perfume Oil (9 ml Each) ,We at ASHTAAROMAS are continuously dedicated in trying to enhance the customer experience; therefore we carefully research out on our fragrances before taking it to our valuable customers. Most of the fragrances offered by us have an appealing impression on the applicant’s mind. Pamper yourself and near & dear ones with our exclusive fragrances.,8,"(48.311,123.528)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.311,https://api.dicebear.com/8.x/bottts/svg?seed=123.5281,https://api.dicebear.com/8.x/bottts/svg?seed=48.3112}"
3,, Parag Fragrances Good Evening 30ml Eau De Perfume For Men & Women (Long Lasting Natural Perfume Spray) With Attractive Imported Perfume Bottle ,"This Perfume is Long Lasting Perfume By Parag Fragrance Which Are Really Stay Long Last on Clothes. All Notes Are This Perfume is Superb. The head notes form a person's first impression of a perfume. They are fresh and light and represent the story of the fragrance. Their function is to attract, but also to smoothly transit into the heart notes. The foundation of any fragrance lies in its heart notes, they make an appearance once the head notes evaporate. They last longer than the head notes and have a strong influence on the base notes to come. The base notes are the strongest and most robust part of the fragrance, adding to the depth, complexity and long-lasting effect of the fragrance. They mingle with the heart notes to create the full body of the fragrance.",6,"(48.262,123.537)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.262,https://api.dicebear.com/8.x/bottts/svg?seed=123.5371,https://api.dicebear.com/8.x/bottts/svg?seed=48.2622}"
4,," Strawerry Attar Oil Fragrance for Men & Women (Non-Alcoholic, Halal Certified Perfumery, Arabic Ittar) 8 ml ",,6,"(48.235,123.386)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.235,https://api.dicebear.com/8.x/bottts/svg?seed=123.3861,https://api.dicebear.com/8.x/bottts/svg?seed=48.2352}"
5,, Niki de Saint Phalle for Women 2.0 oz - fuendue Edition - No. 6300 ,Niki de Saint Phalle for Women 2.0 oz Eau de Toilette Spray - Eau Defuendue Edition - No. 6300,155,"(48.473,123.402)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.473,https://api.dicebear.com/8.x/bottts/svg?seed=123.4021,https://api.dicebear.com/8.x/bottts/svg?seed=48.4732}"
2,," Set Wet Cool, Swag and Thrill Avatar Deodorant Spray Perfume, 150ml (Pack of 3) ","Set wet an active player in the deodorants category. These new ranges of deodorants from set wet are a burst of colour, energy and youthfulness. It prevent body odour caused by the bacterial breakdown of perspiration in armpits, and other areas of the body. Set wet cool avatar deo: you are the king of sun and sand. The sporty one, who’s up for anything. You enter and the beach comes alive. You play ball. You pull off stunts on water. And of course, are tagged in every beach selfie. Make set wet your ally. You avatar is cool avatar. Set wet swag avatar deo: you are the ray of sunshine on a dull day. The mad energy that wakes up boring lectures. You are bright, even omg sometimes. But that only makes you the class favourite. And the reason no one ever bunks class. Make set wet your seat partner. Your avatar is swag avatar. Set wet thrill avatar deo: you are a live wire. The life of the party, who doesn’t wait for the song to kick in. You groove to the beat of your own drum. Your mind has a rhythm of its own. And your moves, they catch on like a fever. Make set wet your dancing partner. You avatar is thrill avatar.",5,"(48.25,123.571)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.25,https://api.dicebear.com/8.x/bottts/svg?seed=123.5711,https://api.dicebear.com/8.x/bottts/svg?seed=48.252}"
3,, Shagun Gold Mehandi Powder For Hair Leaf Powder For Hair Coloring Women & Men 2 Kg ,"Shagun Gold Henna, Popularly Known As Mehandi Is A Hair Coloring Dimension For Coloring Hairs Brown. It Is One Of The Best Natural Remedies For Hair Growth. Henna Is A Natural Herbal Powder Which Is Not Only Used For Coloring Hair, But Also Helps To Prevent Dandruff And Scalp Itching. It Acts As A Good Conditioner For Your Hair And Helps To Grow Your Hair. This is a 100% Pure Natural Indigo Powder very useful for hair.",22,"(48.402,123.571)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.402,https://api.dicebear.com/8.x/bottts/svg?seed=123.5711,https://api.dicebear.com/8.x/bottts/svg?seed=48.4022}"
4,, The Hillcart Tales The Connoisseur Collection ,"For some, quality isn’t a choice. It is a way of life. For some, taste isn’t a matter of privilege, but of achievement. For them – the connoisseurs – this fine collection, is home.",40,"(48.584,123.262)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.584,https://api.dicebear.com/8.x/bottts/svg?seed=123.2621,https://api.dicebear.com/8.x/bottts/svg?seed=48.5842}"
5,, O4U Organic Kaolin Powder for Face and Hair - 250 gm ,"Botanical name:  Chini Mitti

Kaolin Clay, also known as White Clay, White Cosmetic Clay, and China Clay, is naturally occurring clay mostly found in soil, which is developed from the weathering of rocks. It cleanses skin and can be used as a daily facial cleanser. It is delicate and can be utilized instead of cruel facial chemicals. It treats acne and is good for treating red, blotchy, painful and pus-filled acne. It tends to be blended with other purging fixings to shape a hair and scalp purifying glue-like paste.

O4U Organic Kaolin Clay Powder is known to be excellent in removing impurities. You can likewise utilize Kaolin Clay on your hair and scalp. It would not remove its natural oils.Thus, it cleanses it gently by boosting the circulation at the same time and strengthen the roots naturally. It tends to be utilized as a day by day facial cleaning agent. It is delicate and can be utilized instead of cruel facial chemicals. Kaolin Clay has a deep cleansing, toning and revitalizing effects. 

As this is 100% natural and organic product it's self life is 6 months. Because we believe in organic and give to customer organic and pure product.",5,"(48.467,123.409)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.467,https://api.dicebear.com/8.x/bottts/svg?seed=123.4091,https://api.dicebear.com/8.x/bottts/svg?seed=48.4672}"
2,, ShopUSAIndia HUDA BEAUTY Easy Bake Loose Baking & Setting Powder - COLOR: Kunafa - Deep tan and rich skin tones. Golden undertones brighten and disguise under-eye darkness. - Matte finish ,"An easy-to-use loose powder, perfectly curated for all skin tones to create an airbrushed, long-lasting complexion, blur the appearance of pores and fine lines, and hold makeup in place all day long.",109,"(48.393,123.251)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.393,https://api.dicebear.com/8.x/bottts/svg?seed=123.2511,https://api.dicebear.com/8.x/bottts/svg?seed=48.3932}"
3,, Parag Fragrances T-Poision Attar 100ml (Alcohol Free Attar For Men) Perfume Oil | Scent | Itra ,"This Product is Made By High Quality Essential Oil, Aroma Cristals, Natural Oils & Aroma Molicules. This is Specialy Made For Clothoes But Also Used For Religious Purpose. This Fragrance is 100% Undilued so Fragrance of this Perfume is Last Long ( upto 24 Hours ) on Clothes. This Product is Also Very Useful For Gifting Purpose Because its come with a very beautiful designer welwet box and very beautiful glass bottel. This Product is a Geniune Quality Contoled Protected and also Certified By ISO 9001:2015.",23,"(48.304,123.421)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.304,https://api.dicebear.com/8.x/bottts/svg?seed=123.4211,https://api.dicebear.com/8.x/bottts/svg?seed=48.3042}"
4,, Mirisha 250G X 2 Regular Lotus Seeds Pop /Gorgon Nut Puffed Kernel (Makhana) 500 Gm Pack of 2 Grade - Big Size ,"Mirisha brings you our range of 100% Natural & Organic Food Products. Our premium collection of Makhanas are hygienically processed & packed keeping all the parameters of freshness & health in mind.we present Supreme quality of Makhana. Mirisha is a premium flavored nuts and dry fruits brand. Mirisha has pioneered a new and yummy way to consume the daily dose of healthy nuts and dry fruits. At Mirisha, we bring the taste and health together in a single pack in the finest of packing. We believe in serving the best products to our customers and hence we travel across the world to procure the finest nuts and dry fruits. Our products are processed and packed in the best among food safety ratings and certified by ‘FSSAI‘.",7,"(48.506,123.49)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.506,https://api.dicebear.com/8.x/bottts/svg?seed=123.491,https://api.dicebear.com/8.x/bottts/svg?seed=48.5062}"
5,, Chocholik Gift Box - A List of The Reasons Why I Love You Chocolate Box - 9pc ,"Chocholik brings you a variety of assorted colored chocolates packed in a delicate and easy to carry cardboard box. You will get chocolates of different flavors coated with vibrant colors, to choose from. Ideal for gifting and making the recipient fall in love with it. The exotic flavors of chocolate are sure to tickle your taste buds. The assorted belgian chocolates are perfect for the younger age group and also for those, who are young at heart. It offers heavenly treat of lovely chocolates. Chocholik is of the leading top brand to use high quality belgian imported coverture chocolate beans and process through european machines to give the same quality in india. Renowned for its international quality, belgian chocolates are just the right gift for any season. Send these gifts to your near ones and surprise them with amazing quality and packing.",13,"(48.319,123.352)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.319,https://api.dicebear.com/8.x/bottts/svg?seed=123.3521,https://api.dicebear.com/8.x/bottts/svg?seed=48.3192}"
2,, Generic White Have Gift Box: Ultrasonic Shovel Vibration Face Pore Cleaner Exfoliator Scrubber Peeling Pore Deeply Removal Facial Skin Acne Massager Device ,"Brand name: glomeve, type: blackhead remover, false eyelash craft: machine made, size: 15.5 x 4.5cm, model number: yt-cpj301, material: abs, application: face, function: face cleaning, acne removal, wrinkle removal 4, modes: clean, peeling, tone, lift power, voltage: 100-240v, plugs type: plug, place of origin: china, product name: ultrasonic facial cleaner, unit type: piece, package weight: ,package size:",133,"(48.343,123.235)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.343,https://api.dicebear.com/8.x/bottts/svg?seed=123.2351,https://api.dicebear.com/8.x/bottts/svg?seed=48.3432}"
3,, Yuvraj Food Product Soft Spongy Rasgulla 1kg ,"Rasgulla made by Milk Casein (Cottage Cheese), Rose water, Sugar and water.",3,"(48.324,123.337)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.324,https://api.dicebear.com/8.x/bottts/svg?seed=123.3371,https://api.dicebear.com/8.x/bottts/svg?seed=48.3242}"
4,," GramRoot Puneri Misal Masala, 400 GR, (Pack of 4) ",,4,"(48.571,123.309)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.571,https://api.dicebear.com/8.x/bottts/svg?seed=123.3091,https://api.dicebear.com/8.x/bottts/svg?seed=48.5712}"
5,, Generic 36 colors : 12/24/36 Solid Pure Color Mix Nail Art UV Builder Gel Set For Acrylic False Tips Manicure Beauty Vernis gel uv ,"Brand name: tmishion, net wt: 12/24/36pots, type: uv gel, model number: nail art uv gel, quantity: 12/24/36pots, ingredient: nail art uv gel, item type: nail gel, unit type: set, package weight: , package size:",91,"(48.225,123.259)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.225,https://api.dicebear.com/8.x/bottts/svg?seed=123.2591,https://api.dicebear.com/8.x/bottts/svg?seed=48.2252}"
2,, The Tiny Hut Cloves (Laung) 50Gms ,"Cloves are the aromatic flower buds of a tree in the family Myrtaceae, scientifically termed as Syzygium aromaticum. It is commercially harvested in India, Madagascar, Zanzibar, Sri Lanka, and Tanzania. It is an important ingredient as a spice, which blends all across the North Indian cuisine, and is known as “Laung” in Hindi.  Cloves are an excellent source of manganese, a very good source of vitamin K and dietary fiber, and a good source of iron, magnesium, and calcium.",1,"(48.537,123.324)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.537,https://api.dicebear.com/8.x/bottts/svg?seed=123.3241,https://api.dicebear.com/8.x/bottts/svg?seed=48.5372}"
3,, Xplus Bath Loofah(Pack of 3) ,we are incredibly pleased to announce our new brand xplus accessories.This is new xplus loofah. xplus loofah helps you to maintain your healthy and glowing skin. Pair xplus loofah with your favorite body wash & Have a refreshing bath experience. We gives you the best quality products.xplus loofah has so many colour options which will make your life more colourful.,6,"(48.282,123.24)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.282,https://api.dicebear.com/8.x/bottts/svg?seed=123.241,https://api.dicebear.com/8.x/bottts/svg?seed=48.2822}"
4,, Generic OMY LADY HANCHAN Natural JAYJUN Cherry Blossom Facial Mask Whitening Moisturizing Anti-Aging Anti-Wrinkle Mask face massage gel ,"Item type: treatment & mask, feature: moisturizing, oil-control, whitening, depth replenishment, gzzz: ygzwbz, country/region of manufacture: china, model number: face mask, gender: unisex, certificate number: ygzwbz, certification: gzzz, formulation: liquid, use: whole face, type: wrapped mask, ingredient: cherry, net wt: 30g, unit type: piece, package weight: ,package size:",17,"(48.432,123.35)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.432,https://api.dicebear.com/8.x/bottts/svg?seed=123.351,https://api.dicebear.com/8.x/bottts/svg?seed=48.4322}"
5,, Happy Herbal Care Elathaali Soap 5 Nos + Red Sandal Soap 5 Nos + Ungu Soap 5 Nos Handmade Soaps 75g (Pay for 15 Get Discount Rs.50.00) Combo Offer (Jumbo Saver Pack) ,"An ISO 9001-2015, ISO 22000-2005, ISO 14001-2004 AND GMP Certified Company Hand Made Herbal Bath Soap Added 20% Herbals for Made from 100% Coconut Oil Added 2% Essential Oils for Odour Added No Artificial Colours",10,"(48.404,123.23)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.404,https://api.dicebear.com/8.x/bottts/svg?seed=123.231,https://api.dicebear.com/8.x/bottts/svg?seed=48.4042}"
2,, face mask for pollution and allergy (Pack of 10) ,"Face masks are one tool utilized for preventing the spread of disease. They may also be called dental, isolation, laser, medical, procedure, or surgical masks.",2,"(48.388,123.335)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.388,https://api.dicebear.com/8.x/bottts/svg?seed=123.3351,https://api.dicebear.com/8.x/bottts/svg?seed=48.3882}"
3,," Waist Trainer Corset Slimming Body Shaper Belt Slim Cincher slimming Shapers Underbust Abdomen Women Weight Loss (L, White) ","1. Targets only fat or cellulite on and around the Belly. Care of the fat on the stomach. 2. Accelerate the movement of subcutaneous fat, fast fat burning slimming. 3. It is a good gift for your lover, family, friend and coworkers. 4. Weight: 170G 5. Quality: 1 PCS",7,"(48.262,123.36)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.262,https://api.dicebear.com/8.x/bottts/svg?seed=123.361,https://api.dicebear.com/8.x/bottts/svg?seed=48.2622}"
4,," CHOCOCRAFT, womens day gift for friends, 18 Chocolate Gift Box, chocolates gifts ","This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for women's day. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",16,"(48.237,123.535)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.237,https://api.dicebear.com/8.x/bottts/svg?seed=123.5351,https://api.dicebear.com/8.x/bottts/svg?seed=48.2372}"
5,," Generic Organic Fermented Tea Puerh Spring Tea-leaf, Capacity: 250g ","1. Tea leaf contains many antioxidants which help fight free radicals and cell damage in your body. 2. Drink our leaf tea throughout the day to make your body and mind feel good. 3. Tea offers a variety of caffeine content depending on the tea. This tea has a medium caffeine content, just enough to keep you feeling awake all day. 4. The tea is full-bodied, red and rich. Together with its warm tea, it is suitable for all ages. Production process: cooked tea Shape: Brick Tea Packing Type: Boxed Puer Tea Year: 3 years (inclusive) - 5 years (excluding) Net content: 250g Storage method: Store in a dry and non-polluting environment without odor and normal temperature",55,"(48.554,123.479)",AVAILABLE,"{https://api.dicebear.com/8.x/bottts/svg?seed=48.554,https://api.dicebear.com/8.x/bottts/svg?seed=123.4791,https://api.dicebear.com/8.x/bottts/svg?seed=48.5542}"
